english_sentence,hindi_sentence
"It is found in specialty markets in Europe, Asia.","यह यूरोप, एशिया में विशेष बाजारों में पाया जाता है।"
"It is found in specialty markets in Europe, Asia and.","यह यूरोप, एशिया में विशेष बाजारों में पाया जाता है।"
"It is found in specialty markets in Europe, Asia and the.","यह यूरोप, एशिया और द में विशेष बाजारों में पाया जाता है।"
"It is found in specialty markets in Europe, Asia and the United.","यह यूरोप, एशिया और यूनाइटेड में विशेष बाजारों में पाया जाता है।"
"It is found in specialty markets in Europe, Asia and the United States.","यह यूरोप, एशिया और संयुक्त राज्य अमेरिका में विशेष बाजारों में पाया जाता है।"
It.,यह।
favours.,पक्ष।
hot.,गरम।
places.,स्थान।
exposed.,उजागर।
to.,प्रति।
extensive.,बहुत बड़ा।
sunlight.,सूरज की रोशनी।
It.,यह।
It favours.,यह पक्षपाती है।
It favours hot.,यह गर्म का पक्षधर है।
It favours hot places.,यह गर्म स्थानों का समर्थन करता है।
It favours hot places exposed.,यह गर्म स्थानों का खुलासा करता है।
It favours hot places exposed to.,यह गर्म स्थानों के संपर्क में आता है।
It favours hot places exposed to extensive.,यह व्यापक रूप से उजागर गर्म स्थानों का पक्ष लेता है।
It favours hot places exposed to extensive sunlight.,यह व्यापक सूरज की रोशनी के संपर्क में गर्म स्थानों का पक्ष लेता है।
It.,यह।
can.,कर सकते हैं।
also.,भी।
grow.,बढ़ना।
in.,में।
"shrubs,.","झाड़ियां,।"
"forests,.","जंगल,"
and.,तथा।
open.,खुला हुआ।
spaces.,रिक्त स्थान।
It.,यह।
It can.,यह।
It can also.,यह भी हो सकता है।
It can also grow.,यह भी बढ़ सकता है।
It can also grow in.,यह भी बढ़ सकता है।
"It can also grow in shrubs,.",यह झाड़ियों में भी बढ़ सकता है।
"It can also grow in shrubs, forests,.","यह झाड़ियों, जंगलों में भी बढ़ सकता है।"
"It can also grow in shrubs, forests, and.","यह झाड़ियों, जंगलों, और में भी बढ़ सकता है।"
"It can also grow in shrubs, forests, and open.","यह झाड़ियों, जंगलों और खुले में भी बढ़ सकता है।"
"It can also grow in shrubs, forests, and open spaces.","यह झाड़ियों, जंगलों और खुले स्थानों में भी बढ़ सकता है।"
In.,में।
"India,.","इंडिया,।"
Galangal.,गलांगल।
